,Unnamed: 0,t1,w1,t2
0,0.0,21.25586923,22.19269075,21.68980769
1,1.0,21.24381819,22.17535213,21.67794116
2,2.0,21.23199841,22.15840969,21.66625525
3,3.0,21.21324831,22.14225534,21.64669141
4,4.0,21.20162757,22.12649439,21.63450848
5,5.0,21.19007903,22.10955715,21.62267642
6,6.0,21.17569846,22.09363642,21.60792333
7,7.0,21.16272024,22.07723228,21.5942826
8,8.0,21.13635906,22.06145704,21.5648399
9,9.0,21.11624692,22.04416335,21.53934282
10,10.0,21.09929768,22.02607909,21.51731246
11,11.0,21.08355029,22.008926000000002,21.49765473
12,12.0,21.07535659,21.99133696,21.48830496
13,13.0,21.05716247,21.97400189,21.46610726
14,14.0,21.04929931,21.95632695,21.45740662
15,15.0,21.03802705,21.94019933,21.44505706
16,16.0,21.0210349,21.92381023,21.42544083
17,17.0,21.01035732,21.90821002,21.41346476
18,18.0,21.00046527,21.89146804,21.40276869
19,19.0,20.97853577,21.87603083,21.37752244
20,20.0,20.97005253,21.85948436,21.36742766
21,21.0,20.95012206,21.84339577,21.34277193
22,22.0,20.93360368,21.8264475,21.32117431
23,23.0,20.9273037,21.80952525,21.31444347
24,24.0,20.91585163,21.79409607,21.30172241
25,25.0,20.90539023,21.77835114,21.29032573
26,26.0,20.89352257,21.763478,21.27744307
27,27.0,20.88245203,21.74830722,21.26544447
28,28.0,20.86944005,21.73375103,21.25112613
29,29.0,20.8581987,21.71854492,21.23879645
30,30.0,20.84488708,21.70418759,21.22400817
31,31.0,20.83351762,21.68909471,21.21139346
32,32.0,20.81983659,21.67484668,21.19593905
33,33.0,20.80854651,21.65963426,21.18329441
34,34.0,20.79514068,21.64551285,21.16811701
35,35.0,20.783779100000004,21.63059062,21.15528605
36,36.0,20.76039844,21.61650658,21.12725517
37,37.0,20.74277489,21.60079603,21.1035563
38,38.0,20.72832948,21.58477421,21.08351041
39,39.0,20.71481829,21.56879554,21.06560539
40,40.0,20.70173315,21.55295632,21.04892687
41,41.0,20.68891738,21.53728296,21.03297006
42,42.0,20.68212509,21.52186499,21.0254811
43,43.0,20.66673253,21.50716341,21.00723662
44,44.0,20.65990468,21.49204881,20.9998658
45,45.0,20.65015183,21.47797737,20.98947662
46,46.0,20.63537399,21.46389554,20.97286616
47,47.0,20.62731153,21.45046169,20.964102899999997
48,48.0,20.62082259,21.44150288,20.9537625
49,49.0,20.69565405,21.43111224,20.937799
50,50.0,20.67828377,21.42393199,20.93908705
51,51.0,20.66898397,21.41549232,20.93284292
52,52.0,20.66179379,21.4084854,20.92591281
53,53.0,20.65873471,21.40090493,20.92275257
54,54.0,20.65527721,21.39456733,20.91961979
55,55.0,20.65067746,21.38893033,20.91558532
56,56.0,20.64642409,21.38340082,20.9124013
57,57.0,20.63739747,21.37861307,20.90552993
58,58.0,20.63016197,21.37392444,20.90000829
59,59.0,20.62727199,21.36942936,20.89845781
60,60.0,21.07177477,21.37085046,20.91301084
61,61.0,21.02500229,21.39273155,20.99355396
62,62.0,21.02712813,21.4111649,21.01099196
63,63.0,21.02866062,21.42645626,21.03050241
64,64.0,21.03037876,21.43908896,21.04845294
65,65.0,21.0309024,21.45236525,21.06336827
66,66.0,21.03103842,21.466286899999997,21.07609322
67,67.0,21.031049399999997,21.48053072,21.10331113
68,68.0,21.03046464,21.49661598,21.11138891
69,69.0,21.02943071,21.51316424,21.13193753
70,70.0,21.02827972,21.53099532,21.14831307
71,71.0,21.02780534,21.54975125,21.15354325
72,72.0,21.04245177,21.58647264,21.16484552
73,73.0,21.05489059,21.61890281,21.17826515
74,74.0,21.06515369,21.64916895,21.19512822
75,75.0,21.07462641,21.67906776,21.21505425
76,76.0,21.08125632,21.70911271,21.23361796
77,77.0,21.08880057,21.73794734,21.25734898
78,78.0,21.09497204,21.7672776,21.280610600000003
79,79.0,21.10073164,21.79584876,21.30399656
80,80.0,21.106095,21.82373894,21.32647008
81,81.0,21.11742046,21.85087814,21.37437878
82,82.0,21.12164773,21.87982246,21.39332159
83,83.0,21.12670482,21.90786669,21.41597916
84,84.0,21.30689831,22.01926415,21.46642249
85,85.0,21.43487469,22.11764657,21.50953586
86,86.0,21.52745458,22.20463995,21.55880344
87,87.0,21.62854041,22.27871162,21.62286477
88,88.0,21.71841113,22.35338357,21.69518971
89,89.0,21.78325694,22.42727282,21.75719915
90,90.0,21.85787405,22.49363045,21.83363177
91,91.0,21.92430282,22.56378558,21.90376326
