,t1,w1,w2,i,s,tout,hsp,m0,rh0,csp0,m1,rh1,csp1,m2,rh2,csp2,m3,rh3,csp3,m4,rh4,csp4
0,21.25586923021943,22.192690747942315,25.680611551504438,9946.182917974524,0.0,17.1833333333333,15.6,2.37898233828587,0.0,24.35,0.37383939956045004,0.0,24.97,0.41187693784133206,0.0,22.79,0.444876360541395,0.0,23.0,0.312457339928427,0.0,24.19
1,21.243818192107607,22.17535212953811,25.66454536213837,9946.182917974524,0.0,17.1666666666667,15.6,2.37898233828587,0.0,23.51,0.37383939956045004,0.0,24.41,0.41187693784133206,0.0,24.83,0.444876360541395,0.0,24.68,0.312457339928427,0.0,23.95
2,21.231998406887243,22.158409691886884,25.64863463439635,9946.182917974524,0.0,17.15,15.6,2.37898233828587,0.0,25.79,0.37383939956045004,0.0,25.36,0.41187693784133206,0.0,22.29,0.444876360541395,0.0,24.13,0.312457339928427,0.0,22.8
3,21.21324831438408,22.14225533537448,25.63317044417568,9946.182917974524,0.0,17.1333333333333,15.6,2.37898233828587,0.0,24.52,0.37383939956045004,0.0,25.59,0.41187693784133206,0.0,22.18,0.444876360541395,0.0,22.92,0.312457339928427,0.0,24.3
4,21.201627568880017,22.126494387254994,25.617979790382726,9946.182917974524,0.0,17.1166666666667,15.6,2.37898233828587,0.0,22.52,0.37383939956045004,0.0,22.66,0.41187693784133295,0.0,23.28,0.444876360541395,0.0,24.24,0.312457339928427,0.0,22.83
5,21.190079029651223,22.10955714790155,25.60251514480219,9946.182917974524,0.0,17.1,15.6,2.37898233828587,0.0,24.54,0.37383939956045004,0.0,25.09,0.41187693784133206,0.0,22.89,0.444876360541395,0.0,23.24,0.312457339928427,0.0,22.95
6,21.175698463442888,22.093636418468744,25.587676366891227,9946.182917974524,0.0,17.0833333333333,15.6,2.37898233828587,0.0,23.52,0.37383939956045004,0.0,25.04,0.41187693784133206,0.0,23.08,0.444876360541395,0.0,25.35,0.312457339928427,0.0,22.93
7,21.162720236290557,22.077232283943577,25.572913560650047,9946.182917974524,0.0,17.0666666666667,15.6,2.37898233828587,0.0,23.8,0.37383939956045004,0.0,22.2,0.41187693784133206,0.0,24.19,0.444876360541395,0.0,24.51,0.312457339928427,0.0,23.59
8,21.136359060727802,22.061457039914078,25.55855572043353,9946.182917974524,0.0,17.05,15.6,2.37898233828587,0.0,25.56,0.37383939956045004,0.0,25.64,0.41187693784133206,0.0,22.32,0.444876360541395,0.0,25.76,0.312457339928427,0.0,23.22
9,21.116246919266207,22.04416334514396,25.543748486834406,9946.182917974524,0.0,17.033333333333303,15.6,2.37898233828587,0.0,25.48,0.37383939956045004,0.0,25.81,0.41187693784133206,0.0,22.99,0.444876360541395,0.0,24.78,0.312457339928427,0.0,24.15
