,t1,w0,i,s,tout,rh,m0,sp0,m1,sp1,m2,sp2,m3,sp3,m4,sp4
0,21.52225941315057,21.970087211032013,10247.059048438321,0.0,17.183333333333334,67780.83523392116,1.0,23.52,0.20000000000000004,22.79,0.20000000000000004,25.090000000000003,0.20000000000000004,22.450000000000006,0.21666282505239398,25.39
1,22.03402858879646,21.976635759495007,10247.059048438321,0.0,17.166666666666668,67777.73757310463,1.0,24.36,0.20000000000000004,24.42,0.20000000000000004,22.05,0.20000000000000004,24.220000000000006,0.21666282505239398,25.730000000000004
2,22.09202636783388,22.000491226412407,10247.059048438321,0.0,17.15,67776.67684380458,1.0,25.61,0.20000000000000004,25.72,0.2,24.49,0.2,23.5,0.21666282505239398,22.88
3,22.209093762001753,22.008237192170924,10247.059048438321,0.0,17.133333333333336,67776.23943405066,1.0000000000000009,23.750000000000018,0.2000000000000002,24.40000000000002,0.20000000000000015,25.480000000000015,0.20000000000000015,23.270000000000014,0.21666282505239415,25.04000000000002
4,21.67498012716296,22.022037515104014,10247.059048438321,0.0,17.116666666666667,24250.17044625366,0.3352924682044743,23.28000000000002,0.2000000000000002,25.86000000000002,0.20000000000000015,23.61000000000002,0.20000000000000015,23.290000000000013,0.21666282505239415,24.020000000000014
5,22.334954799866896,22.02686444883958,10247.059048438321,0.0,17.1,67775.76652701515,1.0,24.14,0.20000000000000004,23.94,0.2,24.03,0.2,22.17,0.21666282505239398,24.39
6,22.374974110916014,22.045463989501933,10247.059048438321,0.0,17.083333333333336,67775.92884759398,1.0,25.32,0.20000000000000004,22.36,0.2,22.2,0.2,24.63,0.21666282505239398,22.61
7,22.414688607790023,22.055213212772763,10247.059048438321,0.0,17.066666666666666,67775.84274755644,1.0,25.310000000000006,0.20000000000000004,23.03000000000001,0.20000000000000004,22.22,0.20000000000000004,23.97,0.21666282505239398,22.15
8,21.79857595385447,22.069187113615214,10247.059048438321,0.0,17.05,16936.666822285188,0.9903120862912012,22.17,0.20000000000000004,24.26,0.2,23.55,0.2,25.74,0.21666282505239398,23.51
9,22.103970262565895,22.056673029940004,10247.059048438321,0.0,17.033333333333335,67775.69785231474,0.9999999999999988,23.779999999999966,0.19999999999999973,24.56999999999997,0.19999999999999973,24.649999999999967,0.19999999999999973,24.479999999999965,0.2166628250523937,22.139999999999972
