,Unnamed: 0,tout,m,gas,q,dt
0,0,-2.575,6.773507329,295176.7589,-232100.486400666,-8.158553300000001
1,1,-3.45,6.885667102999999,307615.998,-245692.57025434572,-8.495651930000001
2,2,-4.325,7.938682091000001,348085.6484,-281532.7295965609,-8.443668799999998
3,3,-5.2,8.544379081999999,363900.5515,-301173.96978778485,-8.392428209999999
4,4,-6.075,8.650129432,367201.8159,-307912.94911859103,-8.475319069999998
5,5,-6.95,9.511357094,401499.6674,-334963.2883892789,-8.385045700000006
6,6,-7.825,9.747476483,407740.2899,-342263.54806138866,-8.36024802
7,7,-8.7,10.383964891,429600.2768,-360613.1770616593,-8.268544929999997
8,8,-9.575,9.962401741,418510.8956,-350041.7210446462,-8.365780569999998
9,9,-10.45,10.429350965,440338.4853,-369410.88357689366,-8.433408040000002
10,10,-11.325,10.583874182999999,451097.5991,-378546.07589983096,-8.515786990000002
11,11,-12.2,10.766714367,466614.7436,-391375.8723944354,-8.654890279999996
12,12,-12.15833333,10.764747135999999,470191.161,-394440.3705611159,-8.724252669999998
13,13,-12.11666667,10.923417332999998,478269.2135,-401239.56163218006,-8.745727279999997
14,14,-12.075,10.831911531,474352.0825,-397894.5313671581,-8.746082620000003
15,15,-12.03333333,10.936924293999995,479111.8576,-401914.55289619893,-8.749620880000002
16,16,-11.99166667,10.96776416,480541.3515,-403145.5461057658,-8.75174132
17,17,-11.95,10.860074671,475713.5392,-399019.64032651146,-8.748068420000003
18,18,-11.90833333,11.004805915,482150.182,-404480.4948591159,-8.751165669999999
19,19,-11.86666667,10.776182938999998,471227.8329,-395324.1091080807,-8.734520230000001
20,20,-11.825,10.838315245,474422.6814,-397901.2834192817,-8.741063410000002
21,21,-11.78333333,10.904019474000002,477362.1842,-400468.23613645276,-8.744443299999991
22,22,-11.74166667,10.94829751,479634.5412,-402284.439660069,-8.748575690000003
23,23,-11.7,10.646702417000002,465580.5678,-390615.8016059691,-8.73545241
24,24,-11.65,10.950887785999997,479306.0126,-402053.4371027586,-8.741483860000002
25,25,-11.6,10.992054758,481818.8872,-404086.8315658096,-8.752790310000002
26,26,-11.55,11.078298403999998,485725.7124,-407385.3767114009,-8.755543019999998
27,27,-11.5,11.043816277000001,484545.3304,-406278.6710781716,-8.759020839999998
28,28,-11.45,10.954832570999999,480350.2271,-402827.42545678257,-8.75515816
29,29,-11.4,10.977806776,481433.7544,-403664.45575503533,-8.754989649999999
30,30,-11.35,11.062996474,485147.1228,-406886.2864202138,-8.756912059999998
31,31,-11.3,11.053196739,484747.1907,-406464.3404132609,-8.75558684
32,32,-11.25,10.915958779,477780.2899,-400739.521013149,-8.740796260000002
33,33,-11.2,10.990047730999999,481280.9817,-403527.8214133832,-8.74227802
34,34,-11.15,10.930627518999998,478767.2272,-401293.76444429107,-8.741138990000003
35,35,-11.1,10.923677884000002,477747.7020000001,-400658.9706548916,-8.732863969999997
36,36,-11.1,10.895466763000002,476205.5599,-399390.562632793,-8.727757439999998
37,37,-11.1,10.857942768,473873.0191,-397524.90130296134,-8.71700911
38,38,-11.1,11.042943827,482955.4094,-405062.5979589922,-8.733493279999998
39,39,-11.1,10.873217754,475648.1956,-398814.7399114213,-8.73300734
40,40,-11.1,10.954427848,479521.359,-402089.0611518842,-8.739433230000003
41,41,-11.1,10.959967261999996,479876.1445,-402396.5602605808,-8.741696259999998
42,42,-11.1,11.007280426,482388.9931,-404471.5460598726,-8.74900478
43,43,-11.1,10.846623086,474330.2667,-397794.51574497006,-8.732024629999998
44,44,-11.1,10.978359635999999,480898.4294,-403014.0306440357,-8.740442539999998
45,45,-11.1,11.064792283,484974.3792,-406773.495845871,-8.753063760000002
46,46,-11.1,11.067817215000002,485598.0697,-407215.88034941634,-8.760188220000002
47,47,-11.1,10.989194582,482240.2288,-404254.3819036085,-8.758698610000003
48,48,-11.05833333,10.850088997,474734.2636,-398192.38450855593,-8.73796617
49,49,-11.01666667,11.014935740999999,482392.1967,-404527.51176953927,-8.744134010000002
50,50,-10.975,10.954402000999998,480121.7606,-402486.3618973618,-8.748089229999998
51,51,-10.93333333,10.900648415,476727.0281,-399788.8889238978,-8.732309039999997
52,52,-10.89166667,11.064686081,484406.4511,-406237.2844678843,-8.741609320000002
53,53,-10.85,10.858199883,474335.2973,-397827.8503640735,-8.723445669999998
54,54,-10.80833333,11.013760942000001,481522.4124,-403797.15733264596,-8.729277930000002
55,55,-10.76666667,10.900582963999996,476866.7675,-399606.29744436103,-8.728373230000003
56,56,-10.725,10.899515427999999,475846.2171,-399031.7914538443,-8.716678279999996
57,57,-10.68333333,10.942181133,477949.9518,-400675.66502999427,-8.718459940000002
58,58,-10.64166667,10.822704648,471707.2703,-395588.6251123339,-8.702793890000002
59,59,-10.6,10.979245430999999,478920.5569,-401643.0874469671,-8.710007179999998
60,60,-10.6,10.803511452,470207.425,-394397.2691802722,-8.691999090000003
61,61,-10.6,10.996014127999999,479425.4707,-402084.3012048978,-8.706278140000002
62,62,-10.6,11.025585822999997,481416.7905,-403732.9540409806,-8.718529369999999
63,63,-10.6,10.920214375999999,476626.1403,-399669.9900565937,-8.714070820000002
64,64,-10.6,10.620050995,466407.6557,-387053.3285808412,-8.677505830000001
65,65,-10.6,11.02856629,480474.1888,-403020.34897237614,-8.700788789999997
66,66,-10.6,10.988761154,479858.2729,-402392.37556082814,-8.718699690000001
67,67,-10.6,10.953992167000001,478405.421,-401108.7268864456,-8.718472349999999
68,68,-10.6,11.000567016,480600.1336,-402964.5010778486,-8.721725769999999
69,69,-10.6,10.51661991,464575.482,-382497.8447177825,-8.659713500000002
70,70,-10.6,10.984574846,478327.4115,-401149.50971952686,-8.695082820000003
71,71,-10.6,10.897827247999999,474999.2963,-398389.01556157967,-8.703985240000002
72,72,-10.6,10.699129883,464775.8527,-389600.90925216227,-8.670062170000001
73,73,-10.6,10.750032402,464732.6653,-389911.73561633524,-8.635892810000001
74,74,-10.6,10.750244291,464363.6928,-389486.80011226464,-8.626311170000001
75,75,-10.6,10.446608929,453308.2426,-379362.8738975408,-8.64629799
76,76,-10.6,10.672096235,460216.436,-386099.34348331694,-8.613904249999997
77,77,-10.6,10.75662772,463452.5411,-388883.93806397467,-8.607847759999999
78,78,-10.6,10.661771241,458860.0205,-385028.6525954168,-8.598335740000003
79,79,-10.6,10.740622670999999,462238.9962,-387858.3548892597,-8.59793982
80,80,-10.6,10.693350446999998,460235.9996,-386129.6125854251,-8.597457130000002
81,81,-10.6,10.627852673999998,456884.5901,-383386.39749983797,-8.588985790000002
82,82,-10.6,10.737037144,461718.163,-387440.0666998329,-8.59153542
83,83,-10.6,10.616264545000002,456487.4083,-383075.2739405383,-8.591383360000002
84,84,-10.55,10.601480544,454652.6363,-381318.2018805125,-8.563902720000002
85,85,-10.5,10.505187988,448587.3505,-376215.7968669483,-8.526757430000004
86,86,-10.45,10.442864499,444338.4031,-372789.7251548331,-8.499531750000003
87,87,-10.4,10.507136748999999,446769.9534,-374636.2835687535,-8.489383670000002
88,88,-10.35,10.352198797999998,439526.0024,-368766.9916288432,-8.481450789999998
89,89,-10.3,10.328509389000002,438510.6091,-367790.88128753845,-8.478402269999998
90,90,-10.25,10.411637699,440284.1921,-369141.07316195173,-8.441585680000003
91,91,-10.2,10.056735807,423815.8934,-355648.1765526468,-8.420041939999997
92,92,-10.15,10.430162474,433445.5367,-363438.8764193671,-8.296425489999997
93,93,-10.1,10.292081235,423783.2793,-355476.190710231,-8.223525090000003
94,94,-10.05,10.268060251,420847.2356,-352994.69585079525,-8.185222340000003
95,95,-10.0,10.216063999,417894.7547,-349897.0260483811,-8.154688120000003
96,96,-9.908333333,9.037314609,377134.0655,-316246.7345563004,-8.33177164
97,97,-9.816666667,9.973785772000001,413829.773,-346380.3364760676,-8.268826959999998
98,98,-9.725,8.891020953999998,370178.5899,-310404.91685256694,-8.312423619999997
99,99,-9.633333333,9.878371678999999,408531.5791,-341456.84015338914,-8.230025179999998
